Year,Artist,Song,Peak_Pos_That_Year,Full_Release_Year
2022,Drake,Sticky,6,2022-06-29
2022,Drake & 21 Savage Featuring Travis Scott,Pussy & Millions,6,2022-11-16
2022,Elton John & Britney Spears,Hold Me Closer,6,2022-09-07
2022,Lil Nas X & Jack Harlow,Industry Baby,6,2022-01-05
2022,OneRepublic,I Ain't Worried,6,2022-06-22
2022,Taylor Swift,Bejeweled,6,2022-11-02
2022,David Guetta & Bebe Rexha,I'm Good (Blue),7,2022-09-07
2022,Doja Cat,Woman,7,2022-01-05
2022,Drake,Falling Back,7,2022-06-29
2022,Drake & 21 Savage,Privileged Rappers,7,2022-11-16
2022,Elton John & Dua Lipa,Cold Heart (PNAU Remix),7,2022-01-05
2022,Gunna & Future Featuring Young Thug,Pushin P,7,2022-01-19
2022,Kendrick Lamar & Kodak Black,Silent Hill,7,2022-05-25
2022,Morgan Wallen,Don't Think Jesus,7,2022-04-27
2022,Taylor Swift,Question...?,7,2022-11-02
2022,"""Metro Boomin, Future & Chris Brown""",Superhero (Heroes & Villains),8,2022-12-14
2022,Doja Cat,Need To Know,8,2022-01-05
2022,Drake & 21 Savage,Circo Loco,8,2022-11-16
2022,Ed Sheeran,Bad Habits,8,2022-01-05
2022,Future,712PM,8,2022-05-11
2022,Harry Styles,Music For A Sushi Restaurant,8,2022-06-01
2022,Jessica Darrow,Surface Pressure,8,2022-01-05
2022,Joji,Glimpse Of Us,8,2022-06-22
2022,Jose Feliciano,Feliz Navidad,8,2022-01-05
2022,Kendrick Lamar,United In Grief,8,2022-05-25
2022,Lil Baby Featuring Fridayy,Forever,8,2022-10-26
2022,Lil Nas X,Thats What I Want,8,2022-01-05
2022,Luke Combs,The Kind Of Love We Make,8,2022-06-29
2022,Taylor Swift,"""You're On Your Own, Kid""",8,2022-11-02
2022,Drake,BackOutsideBoyz,9,2022-11-16
2022,GloRilla & Cardi B,Tomorrow 2,9,2022-10-05
2022,Harry Styles,Matilda,9,2022-06-01
2022,Taylor Swift Featuring Ice Spice,Karma,9,2022-11-02
2022,"""Benny Blanco, BTS & Snoop Dogg""",Bad Decisions,10,2022-08-17
2022,Doja Cat,Vegas,10,2022-06-15
2022,Future,I'm Dat N***a,10,2022-05-11
2022,Lil Baby,Real Spill,10,2022-10-26
2022,SZA,Nobody Gets Me,10,2022-12-21
2022,Taylor Swift,Vigilante Shit,10,2022-11-02
2022,Drake & 21 Savage,Hours In Silence,11,2022-11-16
2022,Future Featuring Drake,I'm On One,11,2022-05-11
2022,Kendrick Lamar Featuring Sampha,Father Time,11,2022-05-25
2022,Morgan Wallen,Wasted On You,11,2022-04-06
2022,"Nat ""King"" Cole",The Christmas Song (Merry Christmas To You),11,2022-01-05
2022,SZA,Shirt,11,2022-11-09
2022,The Weeknd,Sacrifice,11,2022-01-19
2022,Ariana Grande,Santa Tell Me,12,2022-01-05
2022,Drake & 21 Savage,Broke Boys,12,2022-11-16
2023,Brenda Lee,Rockin' Around The Christmas Tree,1,2023-01-04
2023,Doja Cat,Paint The Town Red,1,2023-08-16
2023,Drake Featuring J. Cole,First Person Shooter,1,2023-10-18
2023,Drake Featuring SZA,Slime You Out,1,2023-09-27
2023,Jack Harlow,Lovin On Me,1,2023-11-22
2023,Jason Aldean,Try That In A Small Town,1,2023-07-26
2023,Jimin,Like Crazy,1,2023-04-05
2023,Jung Kook Featuring Latto,Seven,1,2023-07-26
2023,Mariah Carey,All I Want For Christmas Is You,1,2023-01-04
2023,Miley Cyrus,Flowers,1,2023-01-25
2023,Morgan Wallen,Last Night,1,2023-02-08
2023,Oliver Anthony Music,Rich Men North Of Richmond,1,2023-08-23
2023,Olivia Rodrigo,Vampire,1,2023-07-12
2023,SZA,Kill Bill,1,2023-01-04
2023,Taylor Swift,Anti-Hero,1,2023-01-04
2023,Taylor Swift,Cruel Summer,1,2023-05-31
2023,Taylor Swift,Is It Over Now? (Taylor's Version) [From The Vault],1,2023-11-08
2023,The Weeknd & Ariana Grande,Die For You,1,2023-01-04
2023,Zach Bryan Featuring Kacey Musgraves,I Remember Everything,1,2023-09-06
2023,Drake,Search & Rescue,2,2023-04-19
2023,Drake Featuring Yeat,IDGAF,2,2023-10-18
2023,Lil Durk Featuring J. Cole,All My Life,2,2023-05-24
2023,Luke Combs,Fast Car,2,2023-04-05
2023,SZA,Snooze,2,2023-01-04
2023,Sam Smith & Kim Petras,Unholy,2,2023-01-04
2023,Taylor Swift,Now That We Don't Talk (Taylor's Version) [From The Vault],2,2023-11-08
2023,Taylor Swift Featuring Ice Spice,Karma,2,2023-05-03
2023,"""Metro Boomin, The Weeknd & 21 Savage""",Creepin',3,2023-01-04
2023,Bobby Helms,Jingle Bell Rock,3,2023-01-04
2023,Drake,Virginia Beach,3,2023-10-18
2023,PinkPantheress & Ice Spice,"""Boy's A Liar, Pt. 2""",3,2023-02-15
2023,Rema & Selena Gomez,Calm Down,3,2023-01-04
2023,Taylor Swift,Slut! (Taylor's Version) [From The Vault],3,2023-11-08
2023,Travis Scott Featuring Drake,Meltdown,3,2023-08-09
2023,David Guetta & Bebe Rexha,I'm Good (Blue),4,2023-01-04
2023,Eslabon Armado X Peso Pluma,Ella Baila Sola,4,2023-03-29
2023,Gunna,Fukumean,4,2023-06-28
2023,Ice Spice & Nicki Minaj,Princess Diana,4,2023-04-26
2023,Wham!,Last Christmas,4,2023-01-04
2023,Bad Bunny,Monaco,5,2023-10-25
2023,Burl Ives,A Holly Jolly Christmas,5,2023-01-04
2023,Drake & 21 Savage,Rich Flex,5,2023-01-04
2023,Drake Featuring 21 Savage,Calling For You,5,2023-10-18
2023,Grupo Frontera X Bad Bunny,Un x100to,5,2023-04-26
2023,Jung Kook,Standing Next To You,5,2023-11-15
2023,Jung Kook & Jack Harlow,3D,5,2023-10-11
2023,Taylor Swift,I Can See You (Taylor's Version) (From The Vault),5,2023-07-19
2023,Taylor Swift,Say Don't Go (Taylor's Version) [From The Vault],5,2023-11-08
2023,Toosii,Favorite Song,5,2023-03-01
2023,Travis Scott Featuring Playboi Carti,FE!N,5,2023-08-09
2023,Andy Williams,It's The Most Wonderful Time Of The Year,6,2023-01-04
2023,Beyonce,Cuff It,6,2023-01-04
2023,Dua Lipa,Dance The Night,6,2023-06-07
2023,"""Travis Scott, Bad Bunny & The Weeknd""",K-POP,7,2023-08-02
2023,Harry Styles,As It Was,7,2023-01-04
2023,Jose Feliciano,Feliz Navidad,7,2023-01-04
2023,Karol G x Shakira,TQG,7,2023-03-08
2023,Morgan Wallen,Thinkin' Bout Me,7,2023-03-15
2023,Morgan Wallen,Thought You Should Know,7,2023-01-11
2023,Nicki Minaj & Ice Spice With Aqua,Barbie World,7,2023-07-05
2023,Olivia Rodrigo,Bad Idea Right?,7,2023-08-23
2023,Tate McRae,Greedy,7,2023-09-27
2023,Taylor Swift,Bad Blood (Taylor's Version),7,2023-11-08
2023,The Beatles,Now And Then,7,2023-11-15
2023,Bad Bunny,Where She Goes,8,2023-05-31
2023,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,8,2023-01-04
2023,Drake,Daylight,8,2023-10-18
2023,Miley Cyrus,Used To Be Young,8,2023-09-06
2023,Morgan Wallen,You Proof,8,2023-01-04
2023,The Ronettes,Sleigh Ride,8,2023-01-04
2023,Bizarrap & Shakira,"""Bzrp Music Sessions, Vol. 53""",9,2023-01-25
2023,Coi Leray,Players,9,2023-01-11
2023,"Nat ""King"" Cole",The Christmas Song (Merry Christmas To You),9,2023-01-04
2023,Steve Lacy,Bad Habit,9,2023-01-04
2023,Taylor Swift,Style (Taylor's Version),9,2023-11-08
2023,Bailey Zimmerman,Rock And A Hard Place,10,2023-01-04
2023,Drake,Fear Of Heights,10,2023-10-18
2023,JVKE,Golden Hour,10,2023-01-04
2023,Lil Uzi Vert,Just Wanna Rock,10,2023-01-04
2023,Morgan Wallen,One Thing At A Time,10,2023-01-04
2023,Taylor Swift,Suburban Legends (Taylor's Version) [From The Vault],10,2023-11-08
2023,Tyla,Water,10,2023-10-11
2023,Zach Bryan,Something In The Orange,10,2023-01-04
2023,Drake,You Broke My Heart,11,2023-11-29
2023,Drake Featuring Sexyy Red & SZA,Rich Baby Daddy,11,2023-10-18
2023,Dua Lipa,Houdini,11,2023-11-22
2023,Kelly Clarkson,Underneath The Tree,11,2023-01-04
2023,Lil Uzi Vert,Flooded The Face,11,2023-07-12
2023,Meghan Trainor,Made You Look,11,2023-01-04
2023,Miguel,Sure Thing,11,2023-01-18
2023,Morgan Wallen,Ain't That Some,11,2023-03-15
2023,Olivia Rodrigo,Get Him Back!,11,2023-09-20
2023,Taylor Swift,Lavender Haze,11,2023-01-04
2023,Travis Scott,I Know ?,11,2023-08-09
2023,Yng Lvcas x Peso Pluma,La Bebe,11,2023-03-29
2023,Ariana Grande,Santa Tell Me,12,2023-01-04
2023,Chris Brown,Under The Influence,12,2023-01-04
2023,Chris Stapleton,White Horse,12,2023-08-02
2023,Drake Featuring Bad Bunny,Gently,12,2023-10-18
2023,Taylor Swift,All Of The Girls You Loved Before,12,2023-03-29
2024,"""Future, Metro Boomin & Kendrick Lamar""",Like That,1,2024-04-03
2024,Ariana Grande,"""Yes, And?""",1,2024-01-24
2024,Ariana Grande,We Can't Be Friends (Wait For Your Love),1,2024-03-20
2024,Beyonce,Texas Hold 'Em,1,2024-02-21
2024,Brenda Lee,Rockin' Around The Christmas Tree,1,2024-01-03
2024,Hozier,Too Sweet,1,2024-04-03
2024,Jack Harlow,Lovin On Me,1,2024-01-03
2024,Kendrick Lamar,Not Like Us,1,2024-05-15
2024,Kendrick Lamar,Squabble Up,1,2024-12-04
2024,Mariah Carey,All I Want For Christmas Is You,1,2024-01-03
2024,Megan Thee Stallion,Hiss,1,2024-02-07
2024,Morgan Wallen,Love Somebody,1,2024-10-30
2024,Post Malone Featuring Morgan Wallen,I Had Some Help,1,2024-05-22
2024,Sabrina Carpenter,Please Please Please,1,2024-06-19
2024,Shaboozey,A Bar Song (Tipsy),1,2024-04-24
2024,Taylor Swift Featuring Post Malone,Fortnight,1,2024-05-01
2024,Teddy Swims,Lose Control,1,2024-01-03
2024,¥$: Ye & Ty Dolla $ign Featuring Rich The Kid & Playboi Carti,Carnival,1,2024-02-21
2024,"""Future, Metro Boomin, Travis Scott & Playboi Carti""",Type Shit,2,2024-04-03
2024,Benson Boone,Beautiful Things,2,2024-01-31
2024,Billie Eilish,Birds Of A Feather,2,2024-05-29
2024,Eminem,Houdini,2,2024-06-12
2024,Kendrick Lamar Featuring Lefty Gunplay,TV Off,2,2024-12-04
2024,Lady Gaga & Bruno Mars,Die With A Smile,2,2024-08-28
2024,Sabrina Carpenter,Taste,2,2024-09-04
2024,Taylor Swift,Cruel Summer,2,2024-01-03
2024,Taylor Swift,Down Bad,2,2024-05-01
2024,Tommy Richman,Million Dollar Baby,2,2024-05-08
2024,Bobby Helms,Jingle Bell Rock,3,2024-01-03
2024,Kendrick Lamar,Euphoria,3,2024-05-08
2024,Kendrick Lamar & SZA,Luther,3,2024-12-04
2024,Sabrina Carpenter,Espresso,3,2024-04-24
2024,Tate McRae,Greedy,3,2024-01-03
2024,Taylor Swift,I Can Do It With A Broken Heart,3,2024-05-01
2024,The Weeknd & Playboi Carti,Timeless,3,2024-10-09
2024,Wham!,Last Christmas,3,2024-01-03
2024,Chappell Roan,"""Good Luck, Babe!""",4,2024-04-17
2024,Doja Cat,Paint The Town Red,4,2024-01-03
2024,Kendrick Lamar,Wacced Out Murals,4,2024-12-04
2024,Taylor Swift,The Tortured Poets Department,4,2024-05-01
2024,Zach Bryan Featuring Kacey Musgraves,I Remember Everything,4,2024-01-03
2024,21 Savage,Redrum,5,2024-01-24
2024,Billie Eilish,Lunch,5,2024-05-29
2024,Burl Ives,A Holly Jolly Christmas,5,2024-01-03
2024,Kendrick Lamar Featuring Dody6,Hey Now,5,2024-12-04
2024,SZA,Snooze,5,2024-01-10
2024,Taylor Swift,"""So Long, London""",5,2024-05-01
2024,"""Future, Metro Boomin & Travis Scott""",Cinderella,6,2024-04-03
2024,Andy Williams,It's The Most Wonderful Time Of The Year,6,2024-01-03
2024,Beyonce & Miley Cyrus,II Most Wanted,6,2024-04-10
2024,Gracie Abrams,That's So True,6,2024-10-30
2024,J. Cole,7 Minute Drill,6,2024-04-17
2024,SZA,Saturn,6,2024-03-06
2024,Taylor Swift,My Boy Only Breaks His Favorite Toys,6,2024-05-01
2024,Zach Bryan,Pink Skies,6,2024-06-05
2024,"""Tyler, The Creator Featuring Daniel Caesar""",St. Chroma,7,2024-11-06
2024,4batz Featuring Drake,Act II: Date @ 8,7,2024-01-17
2024,Beyonce,Jolene,7,2024-04-10
2024,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,7,2024-01-03
2024,Doja Cat,Agora Hills,7,2024-01-03
2024,Drake,Family Matters,7,2024-05-15
2024,Morgan Wallen,Lies Lies Lies,7,2024-07-17
2024,Taylor Swift,But Daddy I Love Him,7,2024-05-01
2024,Tyla,Water,7,2024-01-03
2024,Future & Metro Boomin,We Don't Trust You,8,2024-04-03
2024,Jose Feliciano,Feliz Navidad,8,2024-01-03
2024,Kendrick Lamar,Reincarnated,8,2024-12-04
2024,Luke Combs,Fast Car,8,2024-01-03
2024,Morgan Wallen,Last Night,8,2024-01-03
2024,ROSE & Bruno Mars,APT.,8,2024-10-30
2024,Taylor Swift Featuring Florence + The Machine,Florida!!!,8,2024-05-01
2024,"""Future, Metro Boomin & The Weeknd""",Young Metro,9,2024-04-03
2024,Ariana Grande,Santa Tell Me,9,2024-01-03
2024,Cardi B,Enough (Miami),9,2024-03-27
2024,Kendrick Lamar,Man At The Garden,9,2024-12-04
2024,Noah Kahan,Stick Season,9,2024-01-03
2024,Taylor Swift,Who's Afraid Of Little Old Me?,9,2024-05-01
2024,"""21 Savage, Travis Scott & Metro Boomin""",Nee-nah,10,2024-01-24
2024,"""Tyler, The Creator Featuring GloRilla, Sexyy Red & Lil Wayne""",Sticky,10,2024-11-06
2024,"""Tyler, The Creator""",Noid,10,2024-10-30
2024,Kelly Clarkson,Underneath The Tree,10,2024-01-03
2024,Miley Cyrus,Flowers,10,2024-01-10
2024,Taylor Swift,Guilty As Sin?,10,2024-05-01
2024,The Ronettes,Sleigh Ride,10,2024-01-03
2024,"""Kendrick Lamar Featuring Wallie the Sensei, Siete7x & Roddy Ricch""",Dodger Blue,11,2024-12-04
2024,Djo,End Of Beginning,11,2024-02-28
2024,GloRilla & Megan Thee Stallion,Wanna Be,11,2024-04-17
2024,Morgan Wallen,Thinkin' Bout Me,11,2024-01-03
2024,Taylor Swift,Fresh Out The Slammer,11,2024-05-01
2024,Artemas,I Like The Way You Kiss Me,12,2024-04-03
2024,Billie Eilish,Chihiro,12,2024-05-29
2024,Charli xcx Featuring Billie Eilish,Guess,12,2024-08-14
2024,Jimin,Who,12,2024-07-31
2024,Kendrick Lamar,Meet The Grahams,12,2024-05-15
2024,Morgan Wallen Featuring ERNEST,Cowgirls,12,2024-05-15
2024,"Nat ""King"" Cole",The Christmas Song (Merry Christmas To You),12,2024-01-03
2024,Post Malone Featuring Blake Shelton,Pour Me A Drink,12,2024-07-03
2024,Taylor Swift,loml,12,2024-05-01
2024,Future & Metro Boomin,Ice Attack,13,2024-04-03
2024,Kendrick Lamar Featuring AzChike,Peekaboo,13,2024-12-04
2025,"""HUNTR/X: EJAE, Audrey Nuna & REI AMI""",Golden,1,2025-07-02
2025,Alex Warren,Ordinary,1,2025-02-19
2025,Kendrick Lamar,Not Like Us,1,2025-01-08
2025,Kendrick Lamar & SZA,Luther,1,2025-01-01
2025,Lady Gaga & Bruno Mars,Die With A Smile,1,2025-01-01
2025,Mariah Carey,All I Want For Christmas Is You,1,2025-01-01
2025,Morgan Wallen Featuring Tate McRae,What I Want,1,2025-05-28
2025,Sabrina Carpenter,Manchild,1,2025-06-18
2025,Taylor Swift,The Fate Of Ophelia,1,2025-10-15
2025,Travis Scott,4X4,1,2025-02-05
2025,Bad Bunny,DTMF,2,2025-01-15
2025,Bobby Helms,Jingle Bell Rock,2,2025-01-01
2025,Brenda Lee,Rockin' Around The Christmas Tree,2,2025-01-01
2025,Drake,Nokia,2,2025-02-26
2025,Drake,What Did I Miss?,2,2025-07-16
2025,Justin Bieber,Daisies,2,2025-07-23
2025,Morgan Wallen,I'm The Problem,2,2025-02-12
2025,Morgan Wallen,Just In Case,2,2025-04-02
2025,Playboi Carti,Evil J0rdan,2,2025-03-26
2025,Shaboozey,A Bar Song (Tipsy),2,2025-01-01
2025,Taylor Swift,Opalite,2,2025-10-15
2025,Wham!,Last Christmas,2,2025-01-01
2025,"""Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee""",Soda Pop,3,2025-07-09
2025,Bad Bunny,Baile Inolvidable,3,2025-01-15
2025,Billie Eilish,Birds Of A Feather,3,2025-01-01
2025,Chappell Roan,The Subway,3,2025-08-13
2025,Kendrick Lamar Featuring Lefty Gunplay,TV Off,3,2025-01-01
2025,ROSE & Bruno Mars,APT.,3,2025-01-01
2025,Sabrina Carpenter,Tears,3,2025-09-10
2025,Tate McRae,Tit For Tat,3,2025-10-08
2025,Taylor Swift,Elizabeth Taylor,3,2025-10-15
2025,"""Saja Boys: Andrew Choi, Neckwav, Danny Chung, Kevin Woo & samUIL Lee""",Your Idol,4,2025-07-02
2025,BigXthaPlug Featuring Bailey Zimmerman,All The Way,4,2025-04-16
2025,Chappell Roan,Pink Pony Club,4,2025-01-01
2025,Morgan Wallen,Smile,4,2025-01-08
2025,Olivia Dean,Man I Need,4,2025-09-03
2025,Playboi Carti & The Weeknd,Rather Lie,4,2025-03-26
2025,Taylor Swift,Father Figure,4,2025-10-15
2025,Teddy Swims,Lose Control,4,2025-01-08
2025,Ariana Grande,Santa Tell Me,5,2025-01-01
2025,Chappell Roan,The Giver,5,2025-03-26
2025,Kendrick Lamar,Squabble Up,5,2025-01-01
2025,Ravyn Lenae,Love Me Not,5,2025-04-09
2025,Taylor Swift,Wood,5,2025-10-15
2025,Burl Ives,A Holly Jolly Christmas,6,2025-01-01
2025,Drake,Gimme A Hug,6,2025-02-26
2025,Gracie Abrams,That's So True,6,2025-01-01
2025,Leon Thomas,Mutt,6,2025-02-05
2025,"Nat ""King"" Cole",The Christmas Song (Merry Christmas To You),6,2025-01-01
2025,Taylor Swift,Wi$h Li$t,6,2025-10-15
2025,Andy Williams,It's The Most Wonderful Time Of The Year,7,2025-01-01
2025,Dean Martin,Let It Snow! Let It Snow! Let It Snow!,7,2025-01-01
2025,Kehlani,Folded,7,2025-06-25
2025,Kelly Clarkson,Underneath The Tree,7,2025-01-01
2025,Morgan Wallen,I Got Better,7,2025-05-28
2025,Taylor Swift,Actually Romantic,7,2025-10-15
2025,The Weeknd & Playboi Carti,Timeless,7,2025-01-01
2025,"""HUNTR/X: EJAE, Audrey Nuna & REI AMI""",How It's Done,8,2025-07-09
2025,Bad Bunny,Nuevayol,8,2025-01-15
2025,Benson Boone,Beautiful Things,8,2025-01-08
2025,Morgan Wallen,Superman,8,2025-05-21
2025,Morgan Wallen Featuring Post Malone,I Ain't Coming Back,8,2025-04-30
2025,Post Malone Featuring Morgan Wallen,I Had Some Help,8,2025-01-01
2025,Taylor Swift Featuring Sabrina Carpenter,The Life Of A Showgirl,8,2025-10-15
2025,Doechii,Anxiety,9,2025-03-19
2025,Sabrina Carpenter,Espresso,9,2025-01-01
2025,Taylor Swift,Eldest Daughter,9,2025-10-15
2025,Cardi B,Outside,10,2025-07-02
2025,Michael Jackson,Thriller,10,2025-11-05
2025,Morgan Wallen,Love Somebody,10,2025-01-01
2025,SZA With Kendrick Lamar,30 For 30,10,2025-01-01
2025,Sabrina Carpenter,Taste,10,2025-01-01
2025,Taylor Swift,Cancelled!,10,2025-10-15
2025,The Ronettes,Sleigh Ride,10,2025-01-01
2025,sombr,Back To Friends,10,2025-04-09
2025,Ella Langley,Choosin' Texas,11,2025-10-29
2025,Jose Feliciano,Feliz Navidad,11,2025-01-01
2025,Taylor Swift,Ruin The Friendship,11,2025-10-15
2025,Cody Johnson,Travelin' Soldier,12,2025-11-19
2025,Michael Buble,It's Beginning To Look A Lot Like Christmas,12,2025-01-01
2025,Sabrina Carpenter,Nobody's Son,12,2025-09-10
2025,Shaboozey,Good News,12,2025-01-01
2025,Taylor Swift,Honey,12,2025-10-15
2025,The Weeknd,Cry For Me,12,2025-02-12
2025,Lady Gaga,Abracadabra,13,2025-02-12
2025,Chuck Berry,Run Rudolph Run,14,2025-01-01
2025,Darlene Love,Christmas (Baby Please Come Home),14,2025-01-01
2025,Hozier,Too Sweet,14,2025-01-08
2025,Kendrick Lamar & SZA,All The Stars,14,2025-02-19
2025,Lola Young,Messy,14,2025-01-01
2025,"""HUNTR/X: EJAE, Audrey Nuna & REI AMI""",What It Sounds Like,15,2025-07-09
2025,Jessie Murph,Blue Strips,15,2025-04-23
2025,Sabrina Carpenter,My Man On Willpower,15,2025-09-10
2025,"""Lil Baby, Young Thug & Future""","""Dum, Dumb, And Dumber""",16,2025-01-15
2025,Alex Warren,Eternity,16,2025-07-30
2025,Bing Crosby With Ken Darby Singers & John Scott Trotter & His Orchestra,White Christmas (1947),16,2025-01-01
2025,Chris Brown Featuring Bryson Tiller,It Depends,16,2025-08-06
2025,Perry Como And The Fontane Sisters With Mitchell Ayres And His Orchestra,It's Beginning To Look A Lot Like Christmas,16,2025-01-01
2025,Tate McRae,Sports Car,16,2025-02-05
2025,sombr,Undressed,16,2025-04-16
2026,BTS,Swim,1,2026-04-01
2026,Bad Bunny,DTMF,1,2026-02-11
2026,Bruno Mars,I Just Might,1,2026-01-21
2026,Ella Langley,Choosin' Texas,1,2026-01-07
2026,Harry Styles,Aperture,1,2026-02-04
2026,Taylor Swift,Opalite,1,2026-01-07
2026,Taylor Swift,The Fate Of Ophelia,1,2026-01-07
2026,"""HUNTR/X: EJAE, Audrey Nuna & REI AMI""",Golden,2,2026-01-07
2026,Alex Warren,Ordinary,2,2026-01-07
2026,Bad Bunny,Baile Inolvidable,2,2026-02-11
2026,Olivia Dean,Man I Need,2,2026-01-07
2026,Bruno Mars,Risk It All,4,2026-03-11
2026,Harry Styles,American Girls,4,2026-03-18
2026,Bad Bunny,Nuevayol,5,2026-02-11
2026,Djo,End Of Beginning,6,2026-01-07
2026,Kehlani,Folded,6,2026-01-07
2026,Noah Kahan,The Great Divide,6,2026-02-11
2026,PinkPantheress With Zara Larsson,Stateside,6,2026-01-14
2026,Bad Bunny,Titi Me Pregunto,7,2026-02-18
2026,Olivia Dean,So Easy (To Fall In Love),7,2026-01-07
2026,sombr,Back To Friends,7,2026-01-07
2026,Leon Thomas,Mutt,9,2026-01-07
2026,Justin Bieber,Daisies,10,2026-01-07
2026,Bad Bunny,EOO,11,2026-02-11
2026,Luke Combs,Sleepless In A Hotel Room,11,2026-01-21
2026,Morgan Wallen,I Got Better,11,2026-01-07
2026,Lil Uzi Vert,What You Saying,12,2026-01-07
2026,Luke Combs,Be By You,12,2026-02-25
2026,Pooh Shiesty,FDO,12,2026-01-07
2026,Ella Langley,Be Her,13,2026-02-25
2026,RAYE,Where Is My Husband!,13,2026-01-07
2026,Zach Bryan,Plastic Cigarette,13,2026-01-21
2026,Bad Bunny,Voy A Llevarte Pa PR,14,2026-01-07
2026,Don Toliver,Body,14,2026-02-11
2026,Don Toliver,E85,15,2026-02-11
2026,Harry Styles,"""Ready, Steady, Go!""",15,2026-03-18
2026,Morgan Wallen,20 Cigarettes,15,2026-01-07
2026,Dominic Fike,Babydoll,16,2026-02-18
2026,Gunna Featuring Burna Boy,wgft,16,2026-01-07
2026,J. Cole,Two Six,16,2026-02-18
2026,Chris Brown Featuring Bryson Tiller,It Depends,17,2026-01-07
2026,Harry Styles,Taste Back,17,2026-03-18
2026,Bella Kay,Iloveitiloveitiloveit,18,2026-02-25
2026,Harry Styles,Coming Up Roses,18,2026-03-18
2026,Sabrina Carpenter,Manchild,18,2026-01-07
2026,Justin Bieber,Yukon,19,2026-01-07
2026,Morgan Wallen Featuring Tate McRae,What I Want,19,2026-01-07
2026,Sienna Spiro,Die On This Hill,19,2026-01-07
2026,Noah Kahan,Porch Light,20,2026-03-25
2026,Tate McRae,Tit For Tat,20,2026-01-07
2026,Alex Warren,Fever Dream,21,2026-03-11
2026,KATSEYE,Gabriela,21,2026-01-07
2026,A$AP Rocky Featuring Brent Faiyaz,Stay Here 4 Life,23,2026-01-28
2026,Harry Styles,Pop,23,2026-03-18
2026,Ravyn Lenae,Love Me Not,23,2026-01-07
2026,Riley Green Featuring Ella Langley,Don't Mind If I Do,23,2026-01-07
2026,A$AP Rocky,Helicopter,24,2026-01-28
2026,Tame Impala & JENNIE,Dracula,24,2026-04-01
2026,sombr,Homewrecker,24,2026-02-18
2026,BTS,Body To Body,25,2026-04-01
2026,Bruno Mars,Cha Cha Cha,25,2026-03-11
2026,Don Toliver,ATM,25,2026-02-04
2026,Harry Styles,Are You Listening Yet?,25,2026-03-18
2026,Myles Smith,Nice To Meet You,25,2026-01-07
2026,Tame Impala,Dracula,25,2026-01-07
2026,Zach Bryan,Say Why,25,2026-01-21
2026,BigXthaPlug Featuring Ella Langley,Hell At Night,26,2026-01-07
2026,Harry Styles,Dance No More,26,2026-03-18
2026,Max McNown,Better Me For You (Brown Eyes),26,2026-01-07
2026,Olivia Dean,A Couple Minutes,26,2026-01-07
2026,J Balvin & Bad Bunny,La Cancion,27,2026-02-18
2026,Mariah The Scientist & Kali Uchis,Is It A Crime,27,2026-01-07
2026,Prince And The Revolution,Purple Rain,27,2026-01-14
2026,Shaboozey & Jelly Roll,Amen,27,2026-01-07
2026,Bruno Mars,God Was Showing Off,28,2026-03-11
2026,EsDeeKid,4 Raws,28,2026-01-07
2026,Harry Styles,The Waiting Game,28,2026-03-18
2026,Don Toliver Featuring Rema,Secondhand,29,2026-02-11
2026,J. Cole,Safety,29,2026-02-18
2026,KATSEYE,Internet Girl,29,2026-01-14
2026,Megan Moroney,6 Months Later,29,2026-01-07
2026,Russell Dickerson,Happen To Me,29,2026-01-07
2026,Cody Johnson,The Fall,30,2026-01-07
2026,Don Toliver Featuring Yeat,Rendezvous,30,2026-02-11
2026,Harry Styles,Season 2 Weight Loss,30,2026-03-18
2026,J. Cole,Poor Thang,30,2026-02-18
2026,"""HARDY, Eric Church, Morgan Wallen & Tim McGraw""",McArthur,31,2026-02-11
2026,Luke Combs,Days Like These,31,2026-01-07
2026,Dominic Fike,White Keys,32,2026-03-04
